Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
13 Apr 2020 (Mon),2685,14:30,-140.55 (19556.80-19416.25),1158.00 (638.05-580.15 = -57.90) 19400PE,1527.00 (457.6-381.25 = -76.35) 19800CE
15 Apr 2020 (Wed),-500,10:04,-738.90 (19780.00-19041.10),2582.00 (364.65-235.55 = -129.10) 19600PE,-3170.00 (350-508.5 = 158.50) 20000CE
16 Apr 2020 (Thu),-500,09:40,640.65 (18752.10-19392.75),1952.00 (200-102.4 = -97.60) 18600PE,-2837.00 (107.65-249.5 = 141.85) 19000CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
17 Apr 2020 (Fri),-500,10:13,-240.60 (20329.00-20088.40),-3088.00 (605.75-760.15 = 154.40) 20100PE,2491.00 (640.05-515.5 = -124.55) 20500CE
20 Apr 2020 (Mon),-500,09:45,-78.05 (21028.70-20950.65),-3080.00 (507.3-661.3 = 154.00) 20800PE,2460.00 (455-332 = -123.00) 21200CE
21 Apr 2020 (Tue),-500,12:33,-194.75 (19653.80-19459.05),-3407.00 (429.9-600.25 = 170.35) 19500PE,2803.00 (366.4-226.25 = -140.15) 19900CE
22 Apr 2020 (Wed),-500,10:37,383.00 (19180.80-19563.80),1787.00 (328.4-239.05 = -89.35) 19000PE,-2294.00 (254.65-369.35 = 114.70) 19400CE
23 Apr 2020 (Thu),-500,12:40,373.80 (19813.25-20187.05),2311.00 (118.65-3.1 = -115.55) 19600PE,-2842.00 (99-241.1 = 142.10) 20000CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
24 Apr 2020 (Fri),-500,09:49,-12.35 (19604.95-19592.60),1359.00 (537.95-470 = -67.95) 19400PE,-1912.00 (436.05-531.65 = 95.60) 19800CE
27 Apr 2020 (Mon),1209,14:30,66.35 (19983.35-20049.70),1439.00 (384.75-312.8 = -71.95) 19800PE,-230.00 (352.95-364.45 = 11.50) 20200CE
28 Apr 2020 (Tue),-500,09:55,93.85 (20528.80-20622.65),-1815.00 (281.2-371.95 = 90.75) 20300PE,1291.00 (252.1-187.55 = -64.55) 20700CE
29 Apr 2020 (Wed),730,14:30,309.50 (20655.10-20964.60),2531.00 (197.05-70.5 = -126.55) 20500PE,-1801.00 (154.25-244.3 = 90.05) 20900CE
30 Apr 2020 (Thu),-500,13:07,-257.05 (21790.65-21533.60),-2076.00 (113.3-217.1 = 103.80) 21600PE,1424.00 (83.2-12 = -71.20) 22000CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
4 May 2020 (Mon),-500,09:38,-505.60 (20258.35-19752.75),-1327.00 (568.9-635.25 = 66.35) 20100PE,764.00 (421.25-383.05 = -38.20) 20500CE
5 May 2020 (Tue),725,14:30,-459.40 (20014.30-19554.90),-3442.00 (472.5-644.6 = 172.10) 19800PE,4167.00 (399.1-190.75 = -208.35) 20200CE
6 May 2020 (Wed),-500,09:56,457.35 (19059.65-19517.00),2537.00 (321.25-194.4 = -126.85) 18900PE,-3678.00 (224.55-408.45 = 183.90) 19300CE
7 May 2020 (Thu),4411,14:30,-37.60 (19528.10-19490.50),2120.00 (119.35-13.35 = -106.00) 19300PE,2291.00 (122.15-7.6 = -114.55) 19700CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
8 May 2020 (Fri),-500,13:55,-313.30 (19855.15-19541.85),-4031.00 (463-664.55 = 201.55) 19700PE,3426.00 (424.9-253.6 = -171.30) 20100CE
11 May 2020 (Mon),-500,10:12,-419.40 (19510.85-19091.45),-910.00 (328-373.5 = 45.50) 19300PE,340.00 (349.9-332.9 = -17.00) 19700CE
12 May 2020 (Tue),-500,09:53,144.70 (18576.70-18721.40),-1830.00 (300.15-391.65 = 91.50) 18400PE,1253.00 (250-187.35 = -62.65) 18800CE
13 May 2020 (Wed),2015,14:30,-69.80 (19782.80-19713.00),496.00 (330.35-305.55 = -24.80) 19600PE,1519.00 (334-258.05 = -75.95) 20000CE
14 May 2020 (Thu),1666,14:30,-230.50 (19306.45-19075.95),342.00 (82.85-65.75 = -17.10) 19100PE,1324.00 (67.25-1.05 = -66.20) 19500CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
15 May 2020 (Fri),-500,10:39,-37.55 (18934.95-18897.40),-2208.00 (423.25-533.65 = 110.40) 18700PE,1700.00 (430-345 = -85.00) 19100CE
18 May 2020 (Mon),-500,09:36,-642.40 (18384.80-17742.40),-3485.00 (345.95-520.2 = 174.25) 18200PE,1248.00 (338.55-276.15 = -62.40) 18600CE
19 May 2020 (Tue),2604,14:30,-126.00 (17703.00-17577.00),497.00 (379.85-355 = -24.85) 17500PE,2107.00 (326-220.65 = -105.35) 17900CE
20 May 2020 (Wed),439,14:30,296.45 (17582.45-17878.90),2529.00 (209.4-82.95 = -126.45) 17400PE,-2090.00 (191.75-296.25 = 104.50) 17800CE
21 May 2020 (Thu),-500,10:27,-261.75 (18044.40-17782.65),483.00 (34.1-9.95 = -24.15) 17800PE,-986.00 (48.5-97.8 = 49.30) 18200CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
22 May 2020 (Fri),-500,09:38,-536.00 (17762.15-17226.15),-201.00 (414.25-424.3 = 10.05) 17600PE,-316.00 (331.95-347.75 = 15.80) 18000CE
26 May 2020 (Tue),1386,14:30,-103.25 (17536.60-17433.35),167.00 (226.75-218.4 = -8.35) 17300PE,1219.00 (223.35-162.4 = -60.95) 17700CE
27 May 2020 (Wed),-500,10:30,892.50 (17641.05-18533.55),732.00 (144.75-108.15 = -36.60) 17400PE,-1337.00 (123.6-190.45 = 66.85) 17800CE
28 May 2020 (Thu),-500,09:42,16.45 (19083.75-19100.20),803.00 (83.6-43.45 = -40.15) 18900PE,-1560.00 (62.2-140.2 = 78.00) 19300CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
29 May 2020 (Fri),-500,10:38,329.40 (18817.20-19146.60),2048.00 (390.75-288.35 = -102.40) 18600PE,-2928.00 (351.15-497.55 = 146.40) 19000CE
1 Jun 2020 (Mon),-500,12:12,-20.65 (19985.05-19964.40),1207.00 (377.65-317.3 = -60.35) 19800PE,-1723.00 (299.35-385.5 = 86.15) 20200CE
2 Jun 2020 (Tue),2399,14:30,243.50 (20144.65-20388.15),3499.00 (341.25-166.3 = -174.95) 19900PE,-1100.00 (278.1-333.1 = 55.00) 20300CE
3 Jun 2020 (Wed),-500,09:51,278.60 (21210.70-21489.30),-1636.00 (236.75-318.55 = 81.80) 21000PE,1024.00 (174.3-123.1 = -51.20) 21400CE
4 Jun 2020 (Thu),-500,09:58,-595.40 (21067.85-20472.45),-1855.00 (122.75-215.5 = 92.75) 20900PE,1267.00 (117.15-53.8 = -63.35) 21300CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
5 Jun 2020 (Fri),-500,10:51,59.75 (20746.45-20806.20),-2800.00 (481-621 = 140.00) 20500PE,2293.00 (501.25-386.6 = -114.65) 20900CE
8 Jun 2020 (Mon),-500,09:53,-633.40 (21723.80-21090.40),-1792.00 (412-501.6 = 89.60) 21500PE,1061.00 (402.3-349.25 = -53.05) 21900CE
9 Jun 2020 (Tue),-500,10:46,-250.80 (21119.75-20868.95),3214.00 (363.15-202.45 = -160.70) 20900PE,-3930.00 (348.7-545.2 = 196.50) 21300CE
10 Jun 2020 (Wed),-500,09:46,30.15 (20870.75-20900.90),-1409.00 (257-327.45 = 70.45) 20700PE,750.00 (210-172.5 = -37.50) 21100CE
11 Jun 2020 (Thu),-500,09:32,-427.40 (21008.65-20581.25),924.00 (126.15-79.95 = -46.20) 20800PE,-1699.00 (104-188.95 = 84.95) 21200CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
12 Jun 2020 (Fri),2579,14:30,516.85 (19872.90-20389.75),6189.00 (639.45-330 = -309.45) 19700PE,-3610.00 (554.6-735.1 = 180.50) 20100CE
15 Jun 2020 (Mon),-500,10:34,-147.30 (20264.25-20116.95),-2813.00 (469-609.65 = 140.65) 20100PE,2294.00 (385.5-270.8 = -114.70) 20500CE
16 Jun 2020 (Tue),-500,09:36,-277.55 (20449.90-20172.35),109.00 (272.6-267.15 = -5.45) 20200PE,-621.00 (315.85-346.9 = 31.05) 20600CE
17 Jun 2020 (Wed),-500,09:33,325.10 (20119.85-20444.95),975.00 (321.2-272.45 = -48.75) 19900PE,-1644.00 (259.45-341.65 = 82.20) 20300CE
18 Jun 2020 (Thu),-500,10:16,702.80 (20132.95-20835.75),671.00 (94.75-61.2 = -33.55) 19900PE,-1179.00 (83.65-142.6 = 58.95) 20300CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
19 Jun 2020 (Fri),1920,14:30,-23.90 (21186.85-21162.95),851.00 (485.35-442.8 = -42.55) 21000PE,1069.00 (423.75-370.3 = -53.45) 21400CE
22 Jun 2020 (Mon),-500,12:53,321.00 (21648.00-21969.00),2293.00 (377.05-262.4 = -114.65) 21400PE,-2819.00 (352-492.95 = 140.95) 21800CE
23 Jun 2020 (Tue),-500,09:55,131.60 (21904.30-22035.90),-2272.00 (334.4-448 = 113.60) 21700PE,1741.00 (303-215.95 = -87.05) 22100CE
24 Jun 2020 (Wed),-500,10:47,-515.40 (22290.35-21774.95),-1361.00 (258.4-326.45 = 68.05) 22100PE,853.00 (238.65-196 = -42.65) 22500CE
25 Jun 2020 (Thu),-500,09:34,550.20 (21039.95-21590.15),365.00 (115.8-97.55 = -18.25) 20800PE,-883.00 (123.05-167.2 = 44.15) 21200CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
26 Jun 2020 (Fri),-500,09:47,-176.70 (21741.60-21564.90),-1599.00 (522.9-602.85 = 79.95) 21500PE,1076.00 (472.6-418.8 = -53.80) 21900CE
29 Jun 2020 (Mon),2345,14:30,66.35 (21171.55-21237.90),1964.00 (444.45-346.25 = -98.20) 21000PE,381.00 (345.9-326.85 = -19.05) 21400CE
30 Jun 2020 (Tue),-500,12:42,-337.25 (21595.55-21258.30),-2374.00 (326.05-444.75 = 118.70) 21400PE,1816.00 (291.9-201.1 = -90.80) 21800CE
1 Jul 2020 (Wed),-500,12:08,480.40 (21423.30-21903.70),2437.00 (225.15-103.3 = -121.85) 21200PE,-2996.00 (221.75-371.55 = 149.80) 21600CE
2 Jul 2020 (Thu),-500,10:19,-8.45 (22204.35-22195.90),-1420.00 (73.4-144.4 = 71.00) 22000PE,671.00 (91.95-58.4 = -33.55) 22400CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
3 Jul 2020 (Fri),1933,14:30,-170.45 (22019.70-21849.25),-521.00 (368.05-394.1 = 26.05) 21800PE,2454.00 (407.7-285 = -122.70) 22200CE
6 Jul 2020 (Mon),1263,14:30,-23.70 (22264.15-22240.45),640.00 (296-264 = -32.00) 22100PE,623.00 (263-231.85 = -31.15) 22500CE
7 Jul 2020 (Tue),-500,12:21,478.45 (22109.05-22587.50),1615.00 (227.75-147 = -80.75) 21900PE,-2478.00 (220.1-344 = 123.90) 22300CE
8 Jul 2020 (Wed),1099,14:30,225.10 (22788.55-23013.65),2722.00 (214-77.9 = -136.10) 22600PE,-1623.00 (165.35-246.5 = 81.15) 23000CE
9 Jul 2020 (Thu),2614,14:30,32.40 (22755.00-22787.40),1748.00 (100.1-12.7 = -87.40) 22600PE,866.00 (51.3-8 = -43.30) 23000CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
10 Jul 2020 (Fri),-500,12:17,-376.35 (22756.60-22380.25),-3746.00 (354.05-541.35 = 187.30) 22600PE,2100.00 (300-195 = -105.00) 23000CE
13 Jul 2020 (Mon),-500,11:07,-504.90 (22549.20-22044.30),-2732.00 (226.7-363.3 = 136.60) 22300PE,2002.00 (320.1-220 = -100.10) 22700CE
14 Jul 2020 (Tue),-500,10:55,-368.50 (21688.55-21320.05),-2079.00 (202.05-306 = 103.95) 21500PE,1434.00 (262.15-190.45 = -71.70) 21900CE
15 Jul 2020 (Wed),2454,14:30,-38.70 (21605.10-21566.40),1187.00 (201.3-141.95 = -59.35) 21400PE,1267.00 (182.95-119.6 = -63.35) 21800CE
16 Jul 2020 (Thu),-500,09:47,404.10 (21069.30-21473.40),873.00 (73.3-29.65 = -43.65) 20900PE,-1442.00 (58.45-130.55 = 72.10) 21300CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
17 Jul 2020 (Fri),704,14:30,-80.55 (21772.95-21692.40),-223.00 (348.85-360 = 11.15) 21600PE,927.00 (316-269.65 = -46.35) 22000CE
20 Jul 2020 (Mon),1012,14:30,-59.40 (22442.60-22383.20),619.00 (313.85-282.9 = -30.95) 22200PE,393.00 (269.65-250 = -19.65) 22600CE
21 Jul 2020 (Tue),823,14:30,41.15 (22711.50-22752.65),1302.00 (237.45-172.35 = -65.10) 22500PE,-479.00 (213.65-237.6 = 23.95) 22900CE
22 Jul 2020 (Wed),-500,09:35,-95.25 (22877.65-22782.40),-2044.00 (192.65-294.85 = 102.20) 22700PE,845.00 (140.85-98.6 = -42.25) 23100CE
23 Jul 2020 (Thu),1934,14:30,144.10 (22871.45-23015.55),1529.00 (80.75-4.3 = -76.45) 22700PE,405.00 (47.35-27.1 = -20.25) 23100CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
24 Jul 2020 (Fri),-500,10:39,-42.70 (22765.10-22722.40),-1797.50 (362.9-434.8 = 71.90) 22600PE,1256.25 (285.05-234.8 = -50.25) 23000CE
27 Jul 2020 (Mon),-500,14:20,-308.05 (22168.90-21860.85),-2838.75 (311.45-425 = 113.55) 22000PE,2172.50 (249.2-162.3 = -86.90) 22400CE
28 Jul 2020 (Tue),-500,10:10,69.70 (22028.55-22098.25),-3595.00 (219.55-363.35 = 143.80) 21800PE,2898.75 (248.5-132.55 = -115.95) 22200CE
29 Jul 2020 (Wed),1852,14:30,-91.55 (22214.25-22122.70),-126.25 (116.6-121.65 = 5.05) 22000PE,1978.75 (187.7-108.55 = -79.15) 22400CE
30 Jul 2020 (Thu),-500,13:08,-561.25 (22176.55-21615.30),-1701.25 (55.35-123.4 = 68.05) 22000PE,1153.75 (50.25-4.1 = -46.15) 22400CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
31 Jul 2020 (Fri),-500,09:40,52.90 (21640.55-21693.45),1356.25 (347.9-293.65 = -54.25) 21400PE,-2315.00 (347.25-439.85 = 92.60) 21800CE
3 Aug 2020 (Mon),388,14:30,-237.05 (21365.70-21128.65),-1590.00 (283.3-346.9 = 63.60) 21200PE,1978.75 (254.8-175.65 = -79.15) 21600CE
4 Aug 2020 (Tue),-500,10:37,356.50 (21121.35-21477.85),2256.25 (191.45-101.2 = -90.25) 20900PE,-2782.50 (248-359.3 = 111.30) 21300CE
5 Aug 2020 (Wed),-500,09:34,-167.60 (21734.30-21566.70),558.75 (122.25-99.9 = -22.35) 21500PE,-1173.75 (144.85-191.8 = 46.95) 21900CE
6 Aug 2020 (Thu),-500,11:07,-23.40 (21570.55-21547.15),-1115.00 (116.7-161.3 = 44.60) 21400PE,253.75 (82.1-71.95 = -10.15) 21800CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
7 Aug 2020 (Fri),831,14:30,244.05 (21514.95-21759.00),3440.00 (300.9-163.3 = -137.60) 21300PE,-2608.75 (283.4-387.75 = 104.35) 21700CE
10 Aug 2020 (Mon),-500,09:42,-117.70 (22011.10-21893.40),226.25 (224.4-215.35 = -9.05) 21800PE,-730.00 (230.8-260 = 29.20) 22200CE
11 Aug 2020 (Tue),1571,14:30,-39.65 (22229.95-22190.30),775.00 (160.55-129.55 = -31.00) 22000PE,796.25 (179.35-147.5 = -31.85) 22400CE
12 Aug 2020 (Wed),-500,09:42,183.75 (22112.60-22296.35),431.25 (105.85-88.6 = -17.25) 21900PE,-1005.00 (113.65-153.85 = 40.20) 22300CE
13 Aug 2020 (Thu),-500,11:40,-163.95 (22381.45-22217.50),-1263.75 (42.85-93.4 = 50.55) 22200PE,567.50 (32-9.3 = -22.70) 22600CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
14 Aug 2020 (Fri),-500,13:38,-715.35 (22265.90-21550.55),-2195.00 (235-322.8 = 87.80) 22100PE,1690.00 (198.85-131.25 = -67.60) 22500CE
17 Aug 2020 (Mon),-500,09:38,-275.40 (21771.55-21496.15),-1815.00 (211.25-283.85 = 72.60) 21600PE,982.50 (183.45-144.15 = -39.30) 22000CE
18 Aug 2020 (Tue),-500,14:03,299.90 (21799.55-22099.45),2482.50 (170.35-71.05 = -99.30) 21600PE,-3691.25 (152.05-299.7 = 147.65) 22000CE
19 Aug 2020 (Wed),862,14:30,-10.40 (22348.40-22338.00),227.50 (88.7-79.6 = -9.10) 22100PE,635.00 (113.85-88.45 = -25.40) 22500CE
20 Aug 2020 (Thu),1697,14:30,-2.35 (21984.95-21982.60),943.75 (42.7-4.95 = -37.75) 21800PE,753.75 (33.05-2.9 = -30.15) 22200CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
21 Aug 2020 (Fri),973,14:30,40.90 (22282.60-22323.50),993.75 (232.2-192.45 = -39.75) 22100PE,-20.00 (189-189.8 = 0.80) 22500CE
24 Aug 2020 (Mon),-500,11:45,288.30 (22591.95-22880.25),957.50 (165.75-127.45 = -38.30) 22400PE,-1470.00 (142.2-201 = 58.80) 22800CE
25 Aug 2020 (Tue),-500,10:40,-96.05 (23075.25-22979.20),-2183.75 (153.5-240.85 = 87.35) 22900PE,1482.50 (129.6-70.3 = -59.30) 23300CE
26 Aug 2020 (Wed),1573,14:30,30.25 (23246.95-23277.20),1353.75 (115.35-61.2 = -54.15) 23000PE,220.00 (103.3-94.5 = -8.80) 23400CE
27 Aug 2020 (Thu),1461,14:30,-33.55 (23639.35-23605.80),706.25 (31.65-3.4 = -28.25) 23400PE,755.00 (33.9-3.7 = -30.20) 23800CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
28 Aug 2020 (Fri),-500,10:30,515.65 (23887.50-24403.15),1687.50 (264.5-197 = -67.50) 23700PE,-6097.50 (191.9-435.8 = 243.90) 24100CE
31 Aug 2020 (Mon),-500,11:12,-1169.60 (24827.10-23657.50),-5272.50 (339.1-550 = 210.90) 24600PE,4660.00 (356-169.6 = -186.40) 25000CE
1 Sep 2020 (Tue),-500,09:51,-393.45 (24074.00-23680.55),-2875.00 (368.55-483.55 = 115.00) 23900PE,2278.75 (341.15-250 = -91.15) 24300CE
2 Sep 2020 (Wed),3240,14:30,134.25 (23743.10-23877.35),3222.50 (197.65-68.75 = -128.90) 23500PE,17.50 (223-222.3 = -0.70) 23900CE
3 Sep 2020 (Thu),2010,14:30,-114.00 (23836.75-23722.75),601.25 (30.95-6.9 = -24.05) 23600PE,1408.75 (59.45-3.1 = -56.35) 24000CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
4 Sep 2020 (Fri),2477,14:30,123.70 (22984.40-23108.10),3067.50 (391.7-269 = -122.70) 22800PE,-590.00 (342.5-366.1 = 23.60) 23200CE
7 Sep 2020 (Mon),-500,09:50,-16.45 (22933.05-22916.60),1501.25 (281.6-221.55 = -60.05) 22700PE,-2170.00 (275.2-362 = 86.80) 23100CE
8 Sep 2020 (Tue),1850,14:30,-9.55 (22899.60-22890.05),802.50 (215.15-183.05 = -32.10) 22700PE,1047.50 (212.1-170.2 = -41.90) 23100CE
9 Sep 2020 (Wed),-500,09:50,-341.35 (22479.95-22138.60),-1250.00 (122.9-172.9 = 50.00) 22300PE,597.50 (127.25-103.35 = -23.90) 22700CE
10 Sep 2020 (Thu),-500,13:26,-108.65 (22508.75-22400.10),-1016.25 (28.8-69.45 = 40.65) 22300PE,496.25 (22.25-2.4 = -19.85) 22700CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
11 Sep 2020 (Fri),-500,09:39,-291.65 (22584.10-22292.45),-1800.00 (250-322 = 72.00) 22400PE,1028.75 (242.6-201.45 = -41.15) 22800CE
14 Sep 2020 (Mon),-500,09:34,-574.35 (22669.30-22094.95),-1273.75 (196.55-247.5 = 50.95) 22500PE,541.25 (215.6-193.95 = -21.65) 22900CE
15 Sep 2020 (Tue),1045,14:30,146.70 (22176.30-22323.00),2306.25 (218-125.75 = -92.25) 22000PE,-1261.25 (215.5-265.95 = 50.45) 22400CE
16 Sep 2020 (Wed),-500,11:47,235.35 (22419.65-22655.00),-1596.25 (119.25-183.1 = 63.85) 22200PE,1052.50 (144.35-102.25 = -42.10) 22600CE
17 Sep 2020 (Thu),-500,10:40,85.85 (22340.10-22425.95),496.25 (30.05-10.2 = -19.85) 22100PE,-1205.00 (51.7-99.9 = 48.20) 22500CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
18 Sep 2020 (Fri),-500,10:41,-400.60 (22386.15-21985.55),-888.75 (257.4-292.95 = 35.55) 22200PE,357.50 (271.8-257.5 = -14.30) 22600CE
21 Sep 2020 (Mon),-500,09:40,-467.65 (21972.30-21504.65),-927.50 (234.5-271.6 = 37.10) 21800PE,345.00 (221.3-207.5 = -13.80) 22200CE
22 Sep 2020 (Tue),-500,09:34,-194.55 (21255.35-21060.80),-1232.50 (237.7-287 = 49.30) 21100PE,611.25 (210.7-186.25 = -24.45) 21500CE
23 Sep 2020 (Wed),-500,13:41,-158.10 (21240.85-21082.75),-2896.25 (105.1-220.95 = 115.85) 21000PE,2367.50 (142-47.3 = -94.70) 21400CE
24 Sep 2020 (Thu),-500,14:02,-147.75 (20857.75-20710.00),-1523.75 (51.95-112.9 = 60.95) 20700PE,881.25 (36.6-1.35 = -35.25) 21100CE
,,,,,
Date,Profit,Exit Time,Spot Change,(1) BN Sell 1 Lot ATM-200 PE,(2) BN Sell 1 Lot ATM+200 CE
25 Sep 2020 (Fri),-220,14:30,426.60 (20552.95-20979.55),4483.75 (347.25-167.9 = -179.35) 20400PE,-4703.75 (292.25-480.4 = 188.15) 20800CE
28 Sep 2020 (Mon),-500,09:33,397.75 (21207.25-21605.00),1028.75 (243.85-202.7 = -41.15) 21000PE,-1597.50 (215.5-279.4 = 63.90) 21400CE
29 Sep 2020 (Tue),-500,09:36,-116.70 (21650.60-21533.90),-2181.25 (193.8-281.05 = 87.25) 21500PE,1075.00 (171.2-128.2 = -43.00) 21900CE
30 Sep 2020 (Wed),-500,10:29,268.75 (21191.05-21459.80),1416.25 (110-53.35 = -56.65) 21000PE,-2715.00 (100.4-209 = 108.60) 21400CE
1 Oct 2020 (Thu),-500,14:12,312.75 (21911.20-22223.95),1286.25 (52.7-1.25 = -51.45) 21700PE,-1926.25 (35.45-112.5 = 77.05) 22100CE
